Plot,GroupedTreeSpecies,Treedata.Tree_Decay,Treedata.DBH_cm ,,
77,2,4,15.5,,
77,2,2,45,,
77,2,2,15,,
77,2,4,23,,
77,2,3,24,,
77,1,3,9.5,,
77,1,3,9.5,,
77,2,4,9.5,,
77,2,3,21.5,,
77,2,3,19.5,,
77,2,4,21.5,,
77,2,2,31,,
77,2,3,10,,
77,2,4,26.5,,
77,2,3,16.5,,
77,2,2,20,,
77,2,3,30.5,,
77,2,2,8.5,,
77,2,2,25.5,,
77,2,3,9.5,,
77,2,3,10.5,,
77,2,4,24,,
77,2,4,24.2,,
77,2,2,8.5,,
77,2,3,8,,
77,2,2,23,,
77,2,3,15,,
77,2,4,11,,
77,2,3,12,,
77,2,2,39.5,,
77,2,3,10.5,,
77,2,3,9.5,,
77,2,3,41,,
77,2,2,12.5,,
77,2,2,9,,
77,2,3,11.5,,
77,2,4,12,,
77,2,2,21,,
77,2,4,17,,
77,2,3,9,,
77,2,5,15,,
77,2,2,8.5,,
77,2,3,26,,
77,2,4,16,,
77,2,3,24,,
77,2,1,9,,
77,2,1,8.5,,
77,2,2,26,,
77,2,3,16.5,,
78,2,3,57,,
78,2,4,58,,
78,1,1,11.5,,
78,2,5,22,,
78,2,4,23.5,,
78,2,4,50,,
78,2,5,77,,
78,NA,NA,NA,,
78,2,3,24,,
78,2,3,14,,
78,1,5,68,,
78,2,2,18.5,,
78,1,4,41.5,,
78,2,5,71,,
78,NA,NA,NA,,
79,2,3,14,,
79,2,3,16,,
79,2,4,68.5,,
79,2,5,14.5,,
79,2,5,12,,
79,2,4,34.5,,
79,2,4,10,,
79,2,3,31,,
79,2,3,8.5,,
79,2,4,7,,
79,2,3,10.5,,
79,2,3,9.5,,
79,2,4,10,,
79,2,3,63,,
79,2,4,48,,
79,NA,NA,NA,,
79,2,2,9.5,,
79,2,3,58.5,,
79,2,3,16,,
79,2,5,15,,
79,1,3,11,,
79,1,3,15.5,,
79,1,3,15,,
79,2,3,10,,
79,2,3,67.5,,
79,2,2,8,,
79,2,2,18,,
79,2,4,43,,
79,2,4,37,,
79,2,3,44,,
79,2,3,10,,
79,2,4,12,,
79,NA,NA,NA,,
79,2,4,77,,
79,NA,NA,NA,,
83,2,2,22,,
83,2,1,79,,
83,2,4,20,,
83,2,4,27,,
83,2,3,44,,
83,2,3,31,,
83,2,2,46,,
83,2,2,42,,
83,2,4,9,,
83,2,3,37,,
83,NA,3,39,,
83,2,4,43,,
83,2,4,34,,
83,2,3,23,,
83,2,4,12,,
83,2,4,16,,
83,2,3,8.5,,
83,2,4,28,,
83,1,2,21,,
83,1,2,20.5,,
83,2,4,24.5,,
83,2,4,47,,
83,2,3,30,,
83,1,3,8.5,,
83,2,4,68,,
83,2,3,48,,
83,2,3,49,,
83,2,4,34.5,,
83,2,3,35.5,,
83,2,3,9.5,,
83,2,4,27.5,,
83,1,2,10,,
83,2,4,29,,
83,2,3,21.5,,
83,1,2,9,,
83,1,2,11,,
83,2,3,53,,
83,2,4,60.5,,
83,2,3,25,,
83,2,4,20.5,,
83,2,4,38,,
83,1,1,25.5,,
83,1,1,40,,
83,2,3,56,,
83,2,1,82,,
83,2,3,48.5,,
84,2,4,15,,
84,2,2,27,,
84,2,5,31,,
84,2,1,74,,
84,2,1,7.5,,
84,2,3,82,,
84,2,3,21.5,,
84,2,3,14,,
84,2,3,9,,
84,2,3,11,,
84,2,2,19.5,,
84,2,2,21,,
84,2,2,9.5,,
84,2,3,11.5,,
84,2,2,8,,
84,2,2,12,,
84,2,3,10.5,,
84,2,3,11,,
84,2,5,21,,
84,2,1,8,,
84,2,4,25,,
84,2,4,23,,
84,2,1,21,,
84,2,1,17.5,,
84,2,4,21,,
84,2,4,88,,
84,2,4,54.5,,
84,2,2,73,,
84,2,3,22,,
84,2,4,75,,
84,NA,1,83.5,,
84,2,4,77,,
84,2,3,85,,
84,2,2,21.5,,
84,2,1,35,,
84,2,2,45.5,,
84,2,4,48.5,,
84,2,3,18.5,,
84,2,1,51,,
84,2,4,23,,
84,2,4,34.5,,
84,2,5,25,,
84,2,4,21.5,,
84,2,4,28.5,,
85,2,4,22.5,,
85,2,3,39.5,,
85,2,2,23,,
85,2,3,38.5,,
85,2,5,18,,
85,2,4,31.5,,
85,2,3,11,,
85,2,4,47.5,,
85,2,2,28.5,,
85,2,2,24,,
85,2,2,16,,
85,2,4,29.5,,
85,2,3,42.5,,
85,2,2,7.5,,
85,2,2,11.5,,
85,2,2,25,,
85,2,4,14.5,,
85,2,2,8,,
85,2,2,10,,
85,2,2,17.5,,
85,2,2,19,,
85,2,3,13.5,,
85,2,2,34,,
85,2,4,28,,
85,2,3,15.5,,
85,2,3,13.5,,
85,2,5,17,,
85,2,5,37.5,,
85,2,3,10,,
85,2,2,13.5,,
85,2,2,10,,
85,2,2,56.5,,
85,2,3,46,,
85,2,4,32.5,,
85,2,5,24,,
85,2,2,53.5,,
85,2,3,9.5,,
85,2,2,62,,
85,2,3,14,,
85,2,3,9,,
85,2,3,12,,
85,2,5,11.5,,
85,2,4,7.5,,
85,2,4,10.5,,
85,2,3,44.5,,
85,2,2,28,,
85,2,4,16.5,,
85,2,4,22,,
85,2,2,9,,
85,2,2,15.5,,
85,2,4,26,,
85,2,2,7.5,,
85,2,2,37,,
85,2,3,8,,
85,2,4,22.5,,
85,2,3,24,,
85,2,2,21.5,,
85,2,2,32,,
85,2,5,2.2,,
85,2,5,11,,
85,2,2,26,,
85,2,5,17,,
85,2,2,7,,
85,2,3,13.5,,
85,2,2,30.5,,
85,2,2,14,,
85,2,3,42.5,,
85,2,3,36.5,,
85,2,3,28.5,,
85,2,4,55,,
85,2,3,24.5,,
85,2,2,7,,
85,2,4,42,,
85,2,4,43,,
85,2,4,42.5,,
85,NA,NA,NA,,
86,1,3,45,,
86,2,4,48.5,,
86,2,1,9.5,,
86,2,4,50,,
86,2,4,19,,
86,2,3,38.5,,
86,1,1,7.5,,
86,2,1,65,,
86,2,4,41,,
86,2,4,14.5,,
86,2,3,14,,
86,2,5,25,,
86,2,4,27.5,,
86,2,1,51,,
86,2,1,43,,
86,2,4,42,,
86,2,4,48,,
86,2,1,8.5,,
86,2,4,15,,
86,2,2,12,,
86,2,2,10.5,,
86,2,3,9,,
86,2,3,12,,
86,2,3,29,,
86,2,1,42,,
86,2,4,8.5,,
86,2,5,24.5,,
86,2,2,16,,
86,2,2,14.5,,
86,2,3,17,,
86,2,4,31,,
86,2,3,12,,
86,2,4,51,,
86,2,4,26,,
86,2,4,31,,
86,2,2,53.5,,
86,2,5,13,,
86,2,3,32,,
86,2,3,9.5,,
86,2,1,52.5,,
86,2,3,35,,
86,2,2,18,,
86,2,4,12.5,,
87,2,3,22.5,,
87,2,3,31.5,,
87,2,3,38,,
87,2,4,11.5,,
87,2,4,21,,
87,2,4,49.5,,
87,2,4,45,,
87,2,4,10.5,,
87,2,3,7,,
87,2,4,27,,
87,2,4,12,,
87,2,3,60,,
87,1,2,12,,
87,2,4,16,,
87,2,4,39,,
87,2,3,22.5,,
87,2,3,41,,
87,2,4,34,,
87,2,3,23,,
87,2,3,24.5,,
87,2,3,54,,
87,2,3,52,,
87,2,4,12,,
87,2,3,38.5,,
87,2,3,31.5,,
87,2,3,43,,
87,2,2,18,,
87,2,3,24,,
87,2,4,38,,
87,2,5,43,,
87,2,3,32,,
87,2,4,48.5,,
87,2,3,17.5,,
87,2,2,22.5,,
87,2,3,18.5,,
87,2,4,53,,
87,1,2,14.5,,
87,2,3,45,,
87,2,3,63,,
87,2,3,38.5,,
87,2,4,31,,
87,2,3,31.5,,
87,2,5,39.5,,
87,2,3,35,,
87,2,4,16,,
87,2,4,17,,
87,2,3,41,,
87,2,4,38,,
87,2,4,10.5,,
87,2,3,18,,
87,2,4,10,,
87,2,3,21.5,,
87,2,2,31,,
87,2,4,10,,
87,2,3,50,,
87,2,3,37.5,,
87,1,3,8.5,,
87,2,3,7,,
87,1,2,14,,
87,2,3,55,,
87,1,2,13.5,,
87,2,3,28.5,,
87,2,3,15,,
87,2,3,53.5,,
87,1,4,7.5,,
87,2,4,26.5,,
87,2,3,44.5,,
87,2,4,23,,
87,2,3,48.5,,
87,NA,NA,NA,,
89,2,3,11,,
89,2,3,53.5,,
89,2,4,41,,
89,2,3,75,,
89,2,4,8.5,,
89,2,3,60,,
89,2,3,63,,
89,2,3,48,,
89,2,3,8,,
89,2,3,75,,
89,2,5,37.5,,
89,2,3,58,,
89,2,3,63,,
89,2,3,80.5,,
89,2,3,64.5,,
89,2,4,11.5,,
89,2,4,51.5,,
89,2,4,50,,
89,2,5,38.5,,
89,2,3,35,,
89,2,3,55.5,,
89,2,5,38,,
89,2,2,37,,
89,2,3,71,,
89,2,4,53.5,,
89,2,4,24.5,,
91,2,3,46,,
91,1,3,11,,
91,1,2,10.5,,
91,1,5,7,,
91,1,2,12,,
91,2,2,106,,
91,1,5,30,,
91,1,2,11,,
91,1,2,9,,
91,2,2,62,,
91,2,2,7,,
91,2,3,7,,
91,1,3,13.5,,
91,1,3,7,,
91,2,4,38,,
91,1,3,11,,
91,2,4,30,,
91,1,3,25,,
91,2,3,65,,
91,2,3,7,,
91,1,2,22.5,,
91,2,3,41,,
91,2,2,72,,
91,1,3,8.5,,
91,2,3,18,,
91,2,3,45,,
91,2,3,17,,
91,2,4,25,,
91,2,2,89,,
91,2,4,16,,
91,2,3,9,,
91,2,5,30,,
91,2,4,30.5,,
91,2,4,66,,
91,2,4,67,,
91,1,2,8.5,,
91,2,2,8.5,,
91,NA,NA,NA,,
91,2,2,23,,
91,2,2,77,,
91,2,3,71,,
91,2,2,24,,
91,2,4,35,,
91,2,2,17,,
91,1,2,9,,
91,2,2,29,,
91,2,5,40,,
91,2,4,83,,
91,NA,NA,NA,,
91,2,2,7,,
91,1,2,9,,
91,1,3,10,,
91,1,2,7,,
91,2,4,41,,
91,2,2,51,,
91,1,NA,NA,,
93,2,4,26,,
93,1,3,22.5,,
93,2,4,14,,
93,2,5,12,,
93,1,4,21,,
93,2,4,21.5,,
93,2,2,21,,
93,2,2,7.5,,
93,1,2,8,,
93,1,2,13,,
93,2,2,51.5,,
93,2,2,15,,
93,1,3,24,,
93,1,3,7,,
93,2,4,17,,
93,1,3,40,,
93,1,2,17,,
93,1,2,12,,
93,2,3,49,,
93,1,4,17,,
93,1,3,12,,
93,1,3,12,,
93,2,3,71,,
93,1,3,22.5,,
93,1,2,9,,
93,2,4,14,,
93,1,2,11,,
93,1,2,7.5,,
93,2,2,13,,
93,2,2,38.5,,
93,1,2,35,,
93,1,2,9,,
93,1,2,8.5,,
93,1,2,35,,
93,1,4,12,,
93,1,2,14,,
93,2,2,23,,
93,1,2,29.5,,
93,1,2,8,,
93,2,5,22,,
93,1,3,47.5,,
93,1,3,37,,
93,1,3,27.5,,
93,1,3,13.2,,
93,1,3,21,,
93,2,2,36.5,,
93,2,3,49,,
93,1,2,7.5,,
93,1,2,10,,
93,1,2,20,,
93,1,2,19,,
93,1,2,16,,
93,2,3,15,,
93,2,3,16,,
93,2,2,7.5,,
93,1,2,13,,
93,2,2,22.5,,
93,2,3,7,,
93,2,3,45,,
93,2,3,10,,
94,2,4,38,,
94,2,5,44.5,,
94,2,3,72,,
94,2,2,7,,
94,2,2,8.5,,
94,2,4,49.5,,
94,2,4,48.5,,
94,2,4,41,,
94,2,5,25.5,,
94,2,4,7.5,,
94,2,4,24,,
94,2,2,7,,
94,2,2,66.5,,
94,2,4,15,,
94,2,4,51,,
94,2,2,9,,
94,2,4,35,,
94,2,4,9.5,,
94,2,2,9.5,,
94,2,2,8,,
94,2,3,48,,
94,2,4,20,,
94,1,1,7,,
94,1,1,11.5,,
94,1,1,11,,
94,1,1,7,,
94,2,3,42.5,,
94,2,1,7.5,,
94,2,2,10.5,,
94,2,3,55.5,,
94,2,4,11.5,,
94,2,3,54,,
94,2,5,23.5,,
94,2,3,16,,
94,2,1,7.5,,
94,2,4,50,,
94,2,2,9,,
94,2,3,27,,
94,2,4,32,,
94,2,4,14.5,,
94,1,4,7,,
94,2,3,49.5,,
94,2,4,25.5,,
94,2,3,11,,
94,2,3,25.5,,
94,1,2,25,,
94,1,2,10,,
94,2,3,56,,
94,1,1,8.5,,
94,1,1,7,,
94,1,1,9.5,,
94,2,1,8,,
94,2,1,9.5,,
94,2,4,35,,
94,1,1,13,,
94,2,1,7,,
94,2,4,34,,
94,2,1,13.5,,
94,2,1,12,,
94,2,1,9,,
94,2,5,79,,
94,2,4,7,,
94,2,4,10,,
94,2,5,10.5,,
94,2,3,8,,
94,2,3,21,,
94,2,2,7,,
94,2,3,18.5,,
94,2,4,21.5,,
94,1,1,7,,
94,2,4,8,,
94,1,1,11.5,,
94,1,1,7.5,,
94,1,2,18,,
94,1,3,23.5,,
94,2,3,50,,
94,2,4,47.5,,
94,2,5,20.5,,
94,2,4,39.5,,
94,2,4,9,,
94,2,4,12.5,,
94,1,1,10,,
94,2,4,29,,
94,2,5,22.5,,
94,2,5,19,,
94,2,4,46.5,,
94,2,3,8.5,,
94,2,4,55,,
94,2,4,46.5,,
94,2,2,8,,
94,2,2,8,,
94,2,4,30.5,,
94,2,5,20.5,,
94,2,3,17,,
94,2,4,41,,
94,2,5,33,,
94,1,2,7.5,,
94,2,4,44,,
94,2,4,37,,
94,2,4,14,,
94,2,4,41.5,,
94,2,3,53,,
94,2,4,15,,
94,2,4,17,,
94,2,3,65,,
94,2,3,56.5,,
94,2,4,25,,
94,2,4,49.5,,
94,NA,NA,NA,,
96,2,3,22,,
96,2,3,47,,
96,2,1,42.5,,
96,2,4,15,,
96,2,3,71,,
96,2,2,33,,
96,2,2,61,,
96,2,4,30,,
96,2,4,56,,
96,1,4,25,,
96,2,4,36,,
96,2,3,7.5,,
96,2,3,8,,
96,2,4,8.5,,
96,1,3,7.5,,
96,1,3,12,,
96,NA,NA,NA,,
96,2,3,23.5,,
96,2,4,44,,
96,1,3,8,,
96,2,5,21,,
96,1,4,32,,
96,2,4,24,,
96,1,4,42,,
96,1,4,22,,
96,1,4,28,,
96,1,4,32,,
96,1,3,48,,
96,2,3,27.5,,
96,2,4,26,,
98,2,4,43,,
98,2,3,10,,
98,2,4,9,,
98,2,4,32,,
98,2,4,18,,
98,2,4,30,,
98,2,4,11,,
98,2,3,13,,
98,2,5,14.5,,
98,2,1,58,,
98,2,2,69,,
98,2,2,31,,
98,2,4,11,,
98,2,2,66,,
98,2,3,13,,
98,2,4,34,,
98,2,2,55,,
98,2,2,8,,
98,2,4,17,,
98,2,4,20,,
98,1,2,12.5,,
98,2,2,11,,
98,2,4,23,,
98,2,4,38,,
101,2,4,46,,
101,2,4,31,,
101,2,3,26.5,,
101,2,3,30,,
101,2,4,77,,
101,2,3,11,,
101,2,1,11.5,,
101,2,4,52,,
101,2,3,80.5,,
101,NA,NA,NA,,
101,2,3,32,,
101,2,3,44,,
101,2,3,75.5,,
101,2,3,28.5,,
101,NA,3,32,,
101,2,4,28.5,,
101,2,4,23,,
101,2,2,64.5,,
101,2,3,28.5,,
101,2,2,42,,
101,2,2,50.5,,
101,2,5,21,,
101,2,4,9.5,,
101,2,4,11.5,,
101,2,3,12,,
101,2,3,8.5,,
101,2,5,16,,
101,2,3,11,,
101,2,2,49.5,,
101,2,3,35.5,,
101,2,3,50.5,,
101,2,3,13.5,,
101,2,3,23.5,,
101,2,3,33,,
101,2,4,10.5,,
101,2,3,49,,
101,2,3,19,,
101,2,3,31.5,,
101,2,3,40.5,,
101,2,3,24.5,,
101,2,3,12.5,,
101,2,3,12,,
101,2,4,10.5,,
101,2,4,18,,
101,2,4,43,,
101,2,4,41.5,,
101,2,3,12,,
101,1,2,8.5,,
101,1,2,8.5,,
102,2,3,42.5,,
102,2,4,7.5,,
102,2,5,31,,
102,2,4,36,,
102,2,3,35.5,,
102,2,4,27,,
102,2,4,34,,
102,2,3,24,,
102,2,3,63,,
102,2,3,24,,
102,2,3,30.5,,
102,2,3,57.5,,
102,2,3,11,,
102,2,3,21.5,,
102,2,3,44,,
102,2,5,60,,
102,2,5,26.5,,
102,2,3,35,,
102,2,4,23.5,,
102,2,3,7,,
102,2,3,11.5,,
102,2,3,12,,
102,2,3,14,,
102,2,3,11,,
102,2,3,57,,
102,2,3,61,,
102,2,4,41,,
102,2,3,42,,
102,2,2,28.5,,
102,2,4,36.5,,
102,2,5,24,,
102,2,3,30,,
102,2,4,28,,
102,2,3,33,,
102,2,2,28,,
102,2,4,30.5,,
102,2,3,31,,
102,2,4,24,,
102,2,4,10,,
102,2,2,11,,
102,2,2,8,,
102,2,3,36,,
102,2,4,9.5,,
102,2,4,56,,
102,2,3,20.5,,
102,2,5,26,,
102,2,5,38.5,,
102,2,3,35,,
102,2,4,11.5,,
102,2,3,26,,
102,2,4,20,,
102,2,3,26.5,,
102,2,4,11.5,,
102,2,4,22.5,,
102,2,3,8,,
102,2,4,24.5,,
103,2,3,20.5,,
103,2,2,54,,
103,2,3,29,,
103,2,3,38,,
103,2,4,17,,
103,2,3,27,,
103,2,4,27,,
103,2,3,40,,
103,2,3,44,,
103,2,3,16.5,,
103,2,2,14,,
103,2,4,23,,
103,2,3,15.5,,
103,2,4,23.5,,
103,2,4,45.5,,
103,2,2,7.5,,
103,2,4,14,,
103,2,4,12.5,,
103,2,4,9,,
103,2,4,19.5,,
103,2,4,16.5,,
103,2,4,9.5,,
103,2,3,19.5,,
103,2,1,24,,
103,2,3,14.5,,
103,2,2,9,,
103,2,4,10.5,,
103,2,4,10.5,,
103,2,4,21.5,,
103,2,4,24,,
103,2,2,8,,
103,2,4,17,,
103,2,2,10,,
103,2,3,7.5,,
103,2,4,35.5,,
103,2,4,23.5,,
103,2,4,19,,
103,2,4,14,,
103,2,4,15,,
103,2,3,12,,
103,2,4,30.5,,
103,2,4,17,,
103,2,4,10.5,,
103,2,4,35,,
103,2,4,20.5,,
103,2,2,7,,
103,2,4,26.5,,
103,2,4,8.5,,
103,2,4,17.5,,
103,2,3,14,,
103,2,4,17,,
103,2,4,20,,
103,2,3,48.5,,
103,2,4,13.5,,
103,2,3,12,,
103,2,3,12.5,,
103,2,4,20.5,,
103,2,4,12,,
103,2,2,11,,
103,2,4,46,,
103,2,3,37,,
103,2,4,28.5,,
103,2,4,26,,
104,2,3,74,,
104,2,3,60.5,,
104,1,3,15,,
104,1,3,12.5,,
104,1,3,11,,
104,2,3,42,,
104,2,3,14.5,,
104,2,3,12,,
104,2,3,11,,
104,2,2,10,,
104,1,4,10.5,,
104,1,3,21,,
104,1,3,24,,
104,1,3,34,,
104,1,3,28,,
104,2,4,42,,
104,2,4,25.5,,
104,1,3,12.5,,
104,1,3,7,,
104,2,3,10,,
104,2,3,9,,
104,2,3,7,,
104,2,3,9.5,,
104,1,3,30,,
104,1,3,10,,
104,2,3,18,,
104,2,3,7.5,,
104,2,3,12,,
104,2,3,13,,
104,2,3,34,,
104,1,3,11,,
104,2,3,83,,
104,2,3,32,,
104,1,3,10.5,,
104,2,3,41,,
104,1,3,50,,
104,2,3,9,,
104,2,3,83.5,,
104,2,3,9,,
104,2,3,61,,
104,2,3,7.5,,
104,2,3,51,,
104,2,4,24,,
104,2,4,35,,
104,2,3,31,,
104,2,3,10,,
104,2,3,29,,
104,NA,NA,NA,,
105,2,1,15.5,,
105,2,2,10.5,,
105,2,3,9.5,,
105,2,3,8,,
105,2,3,9.5,,
105,2,3,28.5,,
105,2,3,10,,
105,2,3,8,,
105,2,2,9.5,,
105,2,3,54.5,,
105,1,3,10,,
105,1,3,12,,
105,1,2,11,,
105,1,2,7,,
105,2,3,39.5,,
105,2,3,8,,
105,2,3,8.5,,
105,2,4,23,,
105,2,4,23,,
105,2,2,49.5,,
105,2,3,9,,
105,2,4,17,,
105,2,3,25,,
105,2,3,8.5,,
105,2,3,17.5,,
105,2,3,8.5,,
105,2,3,7,,
105,2,4,38,,
105,2,2,11.5,,
105,2,4,27.6,,
105,2,4,31,,
105,2,4,53,,
105,2,5,14,,
105,2,3,25,,
105,2,3,27,,
105,2,4,51,,
105,2,2,8.5,,
105,2,2,25,,
105,2,2,38.5,,
105,2,4,13,,
105,2,3,48,,
105,2,3,11,,
105,2,3,35.5,,
106,NA,NA,NA,,
106,1,2,NA,,
106,1,2,26,,
106,2,4,13.5,,
106,2,4,37,,
106,2,2,47,,
106,2,4,20,,
106,2,5,31,,
106,1,3,8,,
106,2,3,18,,
106,2,5,7,,
106,1,3,34,,
106,2,3,21,,
106,2,4,35.5,,
106,2,3,16,,
106,2,1,18.5,,
106,2,2,22,,
106,2,4,21.5,,
106,2,5,16,,
106,2,5,18,,
106,2,4,9,,
106,2,5,19,,
106,1,2,52,,
106,1,2,20.5,,
106,1,2,8,,
106,1,2,13.5,,
106,1,2,18,,
106,1,2,17.5,,
106,1,2,25,,
106,1,2,77,,
106,1,2,10,,
106,1,2,8,,
106,1,2,7.5,,
106,1,2,15,,
106,1,2,49.5,,
106,1,2,17,,
106,1,2,9,,
106,1,2,11,,
106,1,4,43,,
106,1,2,9,,
106,1,2,7.5,,
106,1,2,8,,
106,1,2,10,,
106,1,2,11,,
106,1,2,19.5,,
106,1,1,20,,
106,1,2,9,,
106,1,2,9,,
106,1,2,7,,
106,1,2,56,,
106,1,2,8,,
106,1,2,8,,
106,1,2,17,,
106,1,2,12.5,,
106,1,2,40.5,,
106,1,2,19.5,,
106,1,2,26.5,,
106,1,4,27,,
106,NA,NA,NA,,
106,1,3,7.5,,
106,1,3,36,,
106,1,4,37,,
106,1,3,15,,
106,1,5,18.5,,
106,1,4,34.5,,
106,1,2,8,,
106,1,5,45,,
106,2,4,80,,
106,1,3,25,,
106,1,2,7,,
106,2,2,61,,
106,1,3,8,,
106,NA,NA,NA,,
107,2,3,45.5,,
107,2,3,33.5,,
107,2,3,29.5,,
107,2,3,16.5,,
107,2,2,38,,
107,2,4,15,,
107,2,4,13,,
107,2,4,16.5,,
107,2,4,32.5,,
107,2,2,27,,
107,2,3,9.5,,
107,2,2,20,,
107,2,2,36,,
107,2,2,24,,
107,2,2,8,,
107,2,2,32,,
107,1,3,11.5,,
107,2,2,22,,
107,2,2,32,,
107,2,4,12.5,,
107,2,3,40,,
107,2,4,30,,
107,2,2,7.5,,
107,2,3,42.5,,
107,2,3,14,,
107,2,2,30,,
107,2,3,15.5,,
107,1,2,12.5,,
107,1,3,22.5,,
107,2,4,35.5,,
107,2,4,10,,
107,2,3,37,,
107,2,5,10.5,,
107,2,4,44,,
107,2,4,30.5,,
107,2,3,51.5,,
107,2,3,30,,
107,2,3,26,,
107,2,2,43,,
107,2,5,44.5,,
107,2,3,61,,
107,2,4,16.5,,
107,2,2,31,,
107,2,3,18,,
107,2,3,87,,
107,2,2,14.5,,
107,2,3,62.5,,
107,2,4,12,,
107,2,3,9,,
107,2,3,27,,
107,2,2,14.5,,
107,2,4,8,,
107,2,4,39,,
107,2,4,31,,
107,2,4,34.5,,
107,2,3,7,,
107,2,5,7,,
107,2,5,7,,
107,2,3,36,,
107,2,3,35.5,,
107,2,2,31,,
107,2,3,30,,
107,2,3,11,,
107,2,3,10.5,,
107,2,2,22.5,,
107,2,3,28,,
107,2,4,10.5,,
107,2,3,38,,
107,2,3,36.5,,
107,2,3,39,,
107,2,3,7.5,,
107,2,3,8,,
107,2,2,26.5,,
107,2,2,25,,
107,2,2,17.5,,
107,2,2,17,,
107,2,3,32.5,,
107,2,3,33,,
107,2,2,26.5,,
107,2,2,16,,
107,2,4,13.5,,
107,2,3,27.5,,
107,2,3,38,,
107,2,4,26,,
107,2,4,21,,
107,2,3,14,,
107,1,2,13,,
107,2,2,15,,
107,2,3,33,,
107,2,3,46,,
107,2,3,35.5,,
107,1,2,11,,
107,NA,NA,NA,,
108,2,5,8,,
108,2,4,9,,
108,2,2,27,,
108,2,4,10.5,,
108,1,1,11.5,,
108,1,1,11.5,,
108,1,1,8,,
108,2,2,66,,
108,1,2,7.5,,
108,1,2,15.5,,
108,1,2,8,,
108,2,5,7,,
108,2,4,24,,
108,NA,NA,NA,,
108,2,3,48,,
108,2,2,77,,
108,2,3,9,,
108,2,2,73,,
108,2,1,22,,
108,2,4,14,,
108,2,3,36,,
108,2,1,14,,
108,1,1,14,,
108,2,2,7.5,,
108,2,2,10,,
108,2,2,61,,
108,2,3,39,,
108,2,2,64,,
108,2,2,72,,
108,2,4,36.5,,
108,2,3,8,,
108,2,3,9,,
108,2,3,12.5,,
108,2,5,10.5,,
108,2,2,58,,
108,2,2,10,,
108,2,3,9,,
108,2,2,79,,
108,2,4,37,,
108,2,2,7,,
108,2,2,67.5,,
108,1,4,11.5,,
108,2,4,32,,
108,2,3,27,,
108,2,3,68,,
108,2,2,68.5,,
108,2,3,42.5,,
108,2,4,42,,
108,2,2,36.5,,
108,2,4,15.5,,
108,2,2,84,,
108,2,4,35.5,,
108,1,3,7,,
108,1,1,17.5,,
108,1,2,34,,
108,2,3,20.5,,
108,2,2,75,,
108,2,4,23,,
108,2,3,21.5,,
108,NA,NA,NA,,
109,2,3,49.5,,
109,2,2,23.5,,
109,1,1,9.5,,
109,2,1,12.5,,
109,1,1,14,,
109,1,1,18,,
109,1,1,11,,
109,1,1,7.5,,
109,2,2,11,,
109,2,1,8,,
109,2,4,38.5,,
109,2,1,13,,
109,2,1,13.5,,
109,1,1,8.5,,
109,1,2,7.5,,
109,2,3,90.5,,
109,2,4,8.5,,
109,2,3,81,,
109,2,1,7.5,,
109,2,2,11,,
109,1,1,7.5,,
109,2,4,13,,
109,1,4,41,,
109,2,2,7.5,,
109,2,2,65,,
109,NA,NA,NA,,
109,2,2,7,,
109,2,3,53,,
109,2,4,34.5,,
109,2,3,55.5,,
109,2,3,23.5,,
109,2,4,10.5,,
109,1,1,8.5,,
109,2,2,28,,
109,2,4,14.5,,
109,2,4,20,,
109,2,3,21.5,,
109,2,4,7,,
109,2,4,23.5,,
109,2,3,18.5,,
109,2,3,27.5,,
109,1,1,21,,
109,2,1,13.5,,
109,2,1,11,,
109,2,4,40,,
109,1,1,8.5,,
109,1,1,21,,
109,2,3,93,,
109,2,4,11,,
109,2,1,8.5,,
109,1,2,9,,
109,1,2,7,,
109,2,2,43.5,,
109,2,3,11,,
109,2,3,38.5,,
109,2,3,73.5,,
109,2,4,22.5,,
109,1,3,11,,
109,2,3,11,,
109,2,3,53.5,,
109,1,2,8,,
109,2,3,10,,
109,2,2,7,,
109,2,4,21.5,,
109,2,2,9.5,,
109,1,2,10.5,,
109,1,2,7,,
109,1,2,7,,
109,1,2,12,,
109,1,2,10,,
109,2,2,78.5,,
109,1,2,7,,
109,2,2,56.5,,
109,1,2,7,,
109,1,2,7.5,,
109,2,4,17,,
109,1,2,7.5,,
109,2,4,26,,
109,1,2,15.5,,
109,2,4,39.5,,
109,1,2,12.5,,
109,1,2,7,,
109,2,3,63,,
109,2,2,10.5,,
109,2,3,40.5,,
109,1,1,7.5,,
109,1,1,13.5,,
109,2,2,60,,
109,2,2,29,,
109,1,2,10.5,,
109,2,3,53,,
109,NA,NA,NA,,
110,2,4,24.5,,
110,2,4,32,,
110,2,2,9.5,,
110,2,3,36,,
110,2,4,30,,
110,2,1,13.5,,
110,2,4,25,,
110,2,1,42,,
110,2,3,9,,
110,2,2,18.5,,
110,2,2,31,,
110,2,2,16.5,,
110,2,3,23,,
110,2,3,29,,
110,2,2,34.5,,
110,2,5,18,,
110,2,2,31,,
110,2,2,34.5,,
110,2,3,24.5,,
110,2,3,28,,
110,2,2,30,,
110,2,4,22.5,,
110,2,3,34,,
110,2,3,52,,
110,2,2,21,,
110,2,2,8,,
110,2,3,12,,
110,2,3,13.8,,
110,2,4,29,,
110,2,4,13,,
110,2,4,34,,
110,2,4,55.5,,
110,2,2,60,,
110,2,3,12.5,,
