Plot,GroupedTreeSpecies,Treedata.Tree_Decay,Treedata.DBH_cm ,,
148,2,4,50.5,,
148,2,1,32.5,,
148,2,4,29,,
148,2,1,54.5,,
148,2,3,19.5,,
148,2,4,21.5,,
148,2,4,22,,
148,1,1,8,,
148,2,4,30,,
148,1,3,8.5,,
148,2,1,30.5,,
148,1,2,12,,
148,2,2,13,,
148,2,2,9,,
148,2,3,11,,
148,2,3,18,,
148,2,4,53,,
148,2,2,16,,
148,2,2,8.5,,
148,2,3,9,,
148,2,4,28.5,,
148,2,2,15,,
148,2,3,16,,
148,2,3,10.5,,
148,2,4,22,,
148,2,5,61,,
148,2,4,49,,
148,1,1,13,,
148,2,1,44,,
148,2,1,56.5,,
148,2,1,38,,
148,2,4,54.5,,
148,1,2,10,,
148,2,3,25,,
148,2,2,13.5,,
148,2,3,17,,
148,2,3,9,,
148,2,4,8,,
148,2,1,33,,
148,2,3,17,,
148,1,1,15.5,,
151,2,2,7.5,,
151,2,2,60,,
151,2,4,70.5,,
151,2,4,33,,
151,2,4,56.5,,
151,2,3,34.5,,
151,2,3,43.5,,
151,2,4,17,,
151,2,3,8.5,,
151,2,4,23,,
151,2,4,40,,
151,2,3,10,,
151,2,2,53.5,,
151,2,4,38,,
151,2,4,44,,
151,2,4,40.5,,
151,2,4,25,,
151,2,4,9,,
151,2,3,8.5,,
151,2,4,49.5,,
151,2,3,51,,
151,2,4,8,,
151,2,4,34,,
151,NA,2,25.5,,
151,2,2,53,,
151,2,4,39.5,,
151,2,2,27.5,,
151,2,3,28,,
151,2,4,23,,
151,2,4,7,,
151,2,3,28,,
151,2,3,36,,
151,2,2,23.5,,
151,2,3,8,,
151,2,2,28.5,,
151,2,2,7,,
151,2,2,28,,
151,2,4,15,,
151,2,3,34,,
151,2,3,28,,
151,2,4,35.5,,
151,2,4,37.5,,
151,2,4,22.5,,
151,2,2,15,,
151,2,2,14.5,,
151,2,3,15,,
151,2,2,17.5,,
151,2,3,12,,
151,2,5,16,,
151,2,3,14.5,,
151,2,2,47,,
151,2,3,26,,
151,2,3,31,,
151,NA,NA,NA,,
152,2,4,28,,
152,2,4,38,,
152,2,4,30.5,,
152,2,5,48,,
152,2,5,11,,
152,2,4,25.5,,
152,2,4,46,,
152,2,4,32,,
152,2,2,29,,
152,2,3,41,,
152,2,3,12,,
152,2,3,17,,
152,2,3,12,,
152,2,3,12.8,,
152,2,3,50,,
152,2,2,18,,
152,2,3,18.5,,
152,2,4,31,,
152,2,4,25,,
152,2,3,12,,
152,2,3,19,,
152,2,4,22.5,,
152,2,4,12.5,,
152,2,5,23,,
152,2,5,30,,
152,2,4,25.5,,
152,2,4,34.5,,
152,2,4,41,,
153,2,3,63,,
153,2,4,9,,
153,2,3,10.5,,
153,2,4,12,,
153,2,3,28.5,,
153,2,4,10.5,,
153,2,4,8,,
153,2,4,11.5,,
153,2,4,16,,
153,2,3,50.5,,
153,2,2,66,,
153,2,2,16.5,,
153,2,3,43.5,,
153,2,3,57,,
153,2,4,48,,
153,2,2,56,,
153,2,3,49,,
153,2,3,10,,
153,2,3,14,,
153,2,3,12.5,,
153,2,4,8,,
153,2,5,25,,
153,2,4,50.5,,
153,2,3,55,,
153,2,3,11,,
153,2,3,41,,
153,2,3,9.5,,
153,2,3,21,,
153,2,3,22,,
153,2,4,41,,
153,NA,NA,NA,,
153,NA,NA,NA,,
156,2,1,45.5,,
156,2,2,17,,
156,2,2,8,,
156,2,4,25,,
156,2,2,57,,
156,1,2,20,,
156,2,4,11,,
156,2,4,20.5,,
156,2,2,17,,
156,2,2,53.5,,
156,2,4,36,,
156,2,5,22,,
156,2,2,60,,
156,2,3,44,,
156,2,4,51.5,,
156,2,3,7.5,,
156,2,3,39,,
156,2,4,32,,
156,2,3,12.5,,
156,2,5,37,,
156,2,4,49.5,,
156,2,5,20,,
156,2,5,17,,
156,2,4,12,,
156,2,4,15.5,,
156,2,4,23,,
156,2,4,36,,
156,2,3,52.5,,
156,2,3,29,,
156,2,4,17,,
156,2,3,11,,
156,2,4,9,,
156,2,3,37,,
156,2,4,55,,
156,2,4,61,,
156,2,3,12.5,,
159,2,3,28.5,,
159,NA,4,NA,,
159,2,1,57,,
159,2,4,21.5,,
159,2,4,41,,
159,2,3,16,,
159,2,4,9,,
159,1,1,10.5,,
159,2,4,47,,
159,2,4,61.5,,
159,NA,4,40,,
159,2,3,47.5,,
159,2,4,56,,
159,1,1,9,,
159,1,1,8,,
159,1,2,14,,
159,NA,4,70,,
159,2,3,8.5,,
159,2,2,43,,
159,2,3,55,,
159,2,3,8,,
159,2,4,29,,
159,2,3,12,,
159,1,1,9,,
159,2,4,33,,
159,2,2,11,,
159,2,4,43,,
159,2,2,12,,
159,1,1,11,,
159,1,1,17,,
160,2,4,50.5,,
160,2,5,40,,
160,2,2,63,,
160,2,4,33.5,,
160,2,5,51,,
160,2,2,12.5,,
160,2,1,7,,
160,2,1,7,,
160,2,1,7.5,,
160,2,2,13.5,,
160,2,2,17.5,,
160,2,3,12,,
160,2,3,8.5,,
160,2,2,12,,
160,2,3,12.5,,
160,2,3,13,,
160,2,1,58,,
160,2,4,53,,
160,2,3,10.5,,
160,2,4,37,,
160,2,3,7,,
160,2,4,25,,
160,2,5,13,,
160,2,1,37,,
160,2,4,46,,
160,2,4,61,,
160,2,3,28,,
160,2,3,36,,
160,2,4,45,,
160,2,3,14,,
160,2,4,52,,
160,2,4,58,,
160,2,4,41,,
160,2,4,28,,
161,2,4,26.5,,
161,2,2,13,,
161,2,2,8.5,,
161,2,3,31,,
161,2,1,23,,
161,2,3,9.5,,
161,2,3,47,,
161,2,4,12.5,,
161,2,4,33.5,,
161,2,4,38,,
161,2,2,17.5,,
161,2,4,28,,
161,2,5,25,,
161,2,3,9,,
161,2,5,41,,
161,NA,NA,NA,,
161,2,4,30,,
161,2,3,32.5,,
161,2,3,7,,
161,2,4,54,,
161,2,3,13.5,,
161,2,3,32.5,,
161,2,3,28,,
161,2,3,39,,
161,2,4,31,,
161,2,3,34,,
161,2,2,13.5,,
162,2,4,28,,
162,2,5,43,,
162,2,3,9.5,,
162,2,5,31,,
162,2,2,32,,
162,2,3,15.5,,
162,2,2,20,,
162,2,3,17.5,,
162,2,3,26.5,,
162,2,3,7.5,,
162,2,3,27,,
162,2,2,13,,
162,2,3,22.5,,
162,2,5,35,,
162,2,4,17,,
162,2,3,21,,
162,2,3,27,,
162,2,4,20.5,,
162,2,5,29,,
162,2,4,8.5,,
162,2,4,11,,
162,2,4,25.5,,
162,2,3,16.5,,
162,2,2,16,,
162,2,3,7.5,,
162,2,3,14,,
162,2,2,19,,
162,2,2,24,,
162,2,3,7.2,,
162,2,3,7.5,,
162,2,3,8.5,,
162,2,2,13,,
162,2,3,8,,
162,2,2,15.5,,
162,2,4,11,,
162,2,3,17.5,,
162,2,3,15.5,,
162,2,3,11,,
162,2,2,30,,
162,2,3,28,,
162,2,3,20,,
162,2,3,16,,
162,2,4,22.5,,
162,2,3,16.5,,
162,2,2,17.5,,
162,2,3,8.5,,
162,2,3,17,,
162,2,4,17.5,,
162,2,2,20.5,,
162,2,3,19,,
162,2,5,15,,
162,2,4,25.5,,
162,2,4,10,,
162,2,4,26.5,,
162,2,5,20,,
162,2,5,20,,
162,2,2,24.5,,
162,2,3,22,,
162,2,3,9,,
162,2,3,10,,
162,2,3,8,,
162,2,2,22,,
162,2,4,10,,
162,2,3,12,,
162,2,3,7.5,,
162,2,3,11,,
162,2,3,8,,
162,2,3,13,,
162,2,3,25.5,,
162,2,3,7,,
162,2,3,11,,
162,2,5,25,,
162,2,4,9,,
162,2,4,7,,
162,2,4,23,,
162,2,5,14,,
162,2,3,38.5,,
162,2,4,8,,
162,2,4,32,,
162,2,3,35.5,,
162,2,3,7.5,,
163,2,3,39,,
163,2,2,7.5,,
163,2,4,54,,
163,2,2,45,,
163,2,2,39,,
163,2,2,11,,
163,2,3,21.5,,
163,2,3,12,,
163,2,4,11.5,,
163,2,4,13.5,,
163,2,4,41,,
163,2,3,11,,
163,2,3,12,,
163,NA,4,39,,
163,2,4,8.5,,
163,2,5,18,,
163,2,2,44,,
163,2,4,34.5,,
163,2,3,16,,
163,2,2,18,,
163,2,3,12.5,,
163,2,5,19,,
163,2,4,11,,
163,2,2,8,,
163,2,3,13,,
163,2,2,30,,
163,2,3,32,,
163,2,3,39,,
163,2,3,26,,
163,2,3,41,,
163,2,4,31,,
163,2,5,14.5,,
163,2,4,8.5,,
163,2,4,34,,
163,2,4,21,,
163,2,2,31,,
163,2,3,34,,
163,2,3,36.5,,
163,2,1,14.5,,
163,2,1,14,,
163,2,1,11.5,,
163,2,2,13,,
163,2,3,44,,
163,2,2,18.5,,
163,2,3,12.5,,
163,2,5,12,,
163,2,4,16,,
163,2,5,20,,
163,2,3,21.5,,
164,2,4,22,,
164,2,3,8,,
164,2,4,39,,
164,2,4,43,,
164,2,4,8,,
164,2,4,21,,
164,2,4,13,,
164,2,3,62,,
164,2,2,11.5,,
164,2,4,9,,
164,2,4,19.5,,
164,2,4,17.2,,
164,2,3,7.5,,
164,2,4,17.5,,
164,2,4,16.5,,
164,2,5,40,,
164,2,5,24,,
164,2,4,16.5,,
164,2,4,12.5,,
164,2,4,22,,
164,2,4,8.5,,
164,2,4,17,,
164,2,4,17.5,,
164,2,3,31.5,,
164,2,3,8,,
164,2,5,30,,
164,2,4,45,,
164,2,4,9.5,,
164,2,4,27.5,,
164,2,3,24,,
164,2,2,8.5,,
164,2,5,25,,
164,2,4,33,,
164,2,3,14,,
164,2,3,24.5,,
164,2,4,7,,
164,2,3,10.5,,
164,2,4,12,,
164,2,2,30.5,,
164,2,3,7.5,,
164,2,3,8,,
164,1,4,26.5,,
164,2,3,18.5,,
164,2,4,31.5,,
164,2,4,25,,
164,2,3,28.5,,
164,2,3,32,,
164,2,4,26,,
164,2,3,37,,
164,2,4,17.5,,
164,2,4,17.5,,
164,2,3,7.5,,
164,2,3,7,,
164,2,4,31.5,,
164,2,4,13,,
164,2,4,15.5,,
164,2,3,7,,
164,2,3,37,,
164,2,2,39.5,,
164,2,4,25,,
164,2,2,26,,
164,2,2,30.5,,
164,2,4,8.5,,
164,2,4,15,,
164,2,3,9.5,,
164,2,3,46,,
164,2,2,9,,
164,2,3,7.5,,
164,2,3,13,,
164,2,5,38,,
164,2,2,44.5,,
164,2,5,44,,
164,2,3,15,,
165,2,2,7,,
165,2,5,24,,
165,1,3,13,,
165,2,2,28.5,,
165,2,3,37,,
165,2,2,29,,
165,2,1,36,,
165,2,1,38.5,,
165,2,4,7,,
165,2,4,22,,
165,2,4,28,,
165,1,3,19.5,,
165,2,4,27,,
165,2,1,36,,
165,2,4,71,,
165,2,3,23,,
165,2,3,29,,
165,2,3,44,,
165,2,2,42.5,,
165,2,3,29,,
165,2,1,10,,
165,2,3,8,,
165,2,3,8.5,,
165,2,2,30,,
165,2,3,27,,
165,1,1,7,,
165,1,1,8,,
165,1,1,12,,
165,2,1,12,,
165,2,1,41.5,,
165,2,1,9,,
165,2,4,40,,
165,2,1,39,,
165,2,3,8,,
165,2,1,14.5,,
165,2,4,37.5,,
165,2,4,39,,
165,2,4,29,,
165,2,2,39.5,,
165,2,1,41,,
165,2,1,52,,
165,2,4,32,,
167,2,4,17,,
167,2,4,10.5,,
167,2,3,31,,
167,2,4,15,,
167,2,2,20,,
167,2,1,9.5,,
167,2,2,29,,
167,2,3,19,,
167,2,4,21,,
167,2,2,30.5,,
167,2,4,8,,
167,2,3,35.5,,
167,2,3,24,,
167,2,4,25,,
167,2,3,39,,
167,2,2,21.5,,
167,2,2,7,,
167,2,4,36,,
167,2,5,29,,
167,2,4,19,,
167,2,4,12,,
167,2,2,27.5,,
167,2,2,11,,
167,2,3,12,,
167,1,3,21,,
167,1,3,9,,
167,2,4,17.5,,
167,2,3,28,,
167,2,4,31,,
167,1,2,33,,
167,2,4,24,,
167,2,4,10.5,,
167,2,4,23.5,,
167,2,4,20,,
167,2,3,25,,
167,2,3,25.5,,
167,2,5,22,,
167,2,2,26.5,,
167,2,3,9,,
167,2,4,12,,
167,2,4,21,,
167,2,4,23,,
167,2,3,15,,
167,2,3,24,,
167,2,3,26,,
167,2,2,32,,
167,2,2,32.5,,
167,2,4,28,,
167,2,4,11.5,,
167,2,4,22,,
167,2,3,22.5,,
167,2,2,30.5,,
167,NA,NA,NA,,
168,2,5,37,,
168,2,4,34,,
168,2,5,25,,
168,2,2,42.5,,
168,2,5,26,,
168,2,2,35,,
168,2,5,34,,
168,2,4,32.2,,
168,2,3,40,,
168,2,4,12,,
168,2,3,27,,
168,2,4,40,,
168,2,2,20,,
168,2,3,42,,
168,2,2,32.5,,
168,2,4,28,,
168,2,5,29,,
168,2,4,38.5,,
168,2,2,46,,
168,2,2,11,,
168,2,4,33,,
168,2,4,27,,
168,2,3,39,,
168,2,3,49,,
168,2,3,48,,
168,2,4,35,,
168,2,4,27,,
168,2,3,63,,
168,2,4,29,,
168,NA,NA,NA,,
171,2,2,48.5,,
171,2,4,31,,
171,2,3,7,,
171,2,4,48,,
171,2,4,28.5,,
171,2,4,43,,
171,1,3,16.5,,
171,2,4,32.5,,
171,2,4,39.5,,
171,2,5,27,,
171,2,4,25.5,,
171,2,4,40,,
171,2,5,26,,
171,2,3,17.5,,
171,2,2,14,,
171,2,4,16.5,,
171,2,5,10.5,,
171,2,3,49,,
171,2,5,12.5,,
171,2,5,12,,
171,2,4,34,,
171,2,3,39,,
171,2,5,42,,
171,2,3,34,,
171,1,3,12,,
171,2,4,49,,
171,1,5,24.5,,
171,2,5,19,,
171,2,4,18,,
171,2,4,13.5,,
171,2,4,18.5,,
171,2,4,34.5,,
171,2,4,42,,
171,2,2,54,,
171,2,2,33,,
171,2,4,18.5,,
171,1,2,29.5,,
171,2,4,52,,
171,1,2,10,,
171,1,2,8,,
171,2,5,21.5,,
171,2,3,25,,
171,2,4,19,,
171,2,5,15,,
171,1,2,9,,
171,2,3,28.5,,
171,1,2,13.5,,
171,1,2,13.5,,
171,1,2,17,,
171,1,2,9,,
171,1,2,10,,
171,2,4,47.5,,
171,2,5,37,,
171,2,4,28.5,,
171,2,3,17.5,,
171,2,3,22.5,,
171,1,2,9.5,,
171,2,3,24.5,,
171,2,3,23,,
171,2,3,8,,
171,2,3,37.5,,
171,2,3,19,,
171,2,5,42,,
171,2,5,15,,
171,2,3,21.5,,
171,2,4,8,,
171,2,4,10.5,,
171,2,4,15,,
171,2,4,13,,
171,2,2,31.5,,
171,2,3,11,,
171,2,3,16,,
171,1,2,29.5,,
171,2,3,50,,
171,2,2,27,,
171,2,2,46,,
171,2,4,53,,
171,2,4,36,,
171,2,2,24.5,,
171,2,4,22,,
171,2,2,51,,
171,1,2,7.5,,
171,1,2,8,,
171,2,3,54.5,,
171,2,2,18.5,,
171,1,2,9.5,,
171,2,2,24,,
171,2,4,20,,
171,1,3,8,,
171,2,3,42,,
171,2,2,51.5,,
171,NA,NA,NA,,
171,2,4,9,,
171,2,3,31.5,,
171,2,5,22,,
171,2,2,47,,
171,2,2,14,,
171,2,3,12,,
171,2,3,11,,
171,2,2,28.5,,
171,2,3,10.5,,
172,2,3,7,,
172,2,4,26,,
172,2,2,25,,
172,2,3,8.5,,
172,2,4,33,,
172,2,4,23,,
172,2,4,8.5,,
172,2,4,27,,
172,2,2,41,,
172,2,4,44,,
172,2,3,49,,
172,2,5,15,,
172,2,4,55,,
172,2,4,30,,
172,2,4,9,,
172,2,3,50,,
172,2,4,51,,
172,2,3,27,,
172,2,5,60,,
172,2,3,35,,
172,2,3,45,,
172,2,4,35,,
172,2,4,57,,
172,2,3,11.5,,
172,2,3,34,,
172,2,3,49,,
172,2,3,63,,
172,2,4,34,,
172,2,3,68.5,,
172,2,3,51,,
172,2,3,19,,
172,2,5,11.5,,
172,2,4,30.5,,
172,2,4,30,,
172,2,3,59,,
172,2,4,26,,
172,2,3,36,,
172,2,4,31,,
172,2,4,25,,
172,2,4,40,,
172,2,4,14,,
172,2,4,26,,
172,2,3,11,,
172,2,3,11,,
172,2,3,30,,
172,2,3,16,,
172,2,4,8.5,,
172,2,3,10,,
172,2,3,39,,
172,2,5,15,,
172,2,4,34,,
172,2,4,46,,
172,2,4,28,,
172,2,4,34,,
172,2,2,9,,
172,2,4,36,,
172,2,3,13,,
172,2,4,28,,
172,2,3,9,,
172,2,5,8,,
172,1,4,9,,
172,2,4,28,,
172,2,4,27,,
172,2,4,32,,
172,2,4,16,,
172,2,4,24,,
172,2,3,27.5,,
172,2,4,38,,
172,2,3,20,,
172,2,3,25,,
172,2,3,25.5,,
172,2,3,50,,
172,2,4,36,,
172,2,4,9,,
172,2,4,32,,
172,2,3,29,,
172,2,4,25,,
172,2,4,29.5,,
172,2,5,19,,
172,2,5,14,,
172,1,2,20,,
172,2,3,35,,
172,2,3,23,,
172,2,4,30,,
173,2,3,10,,
173,2,3,7,,
173,2,3,9.5,,
173,2,3,42,,
173,2,2,55,,
173,2,3,30,,
173,2,2,24.5,,
173,2,2,50,,
173,2,2,54,,
173,2,2,17,,
173,2,4,8,,
173,2,3,21,,
173,2,3,35,,
173,2,4,13,,
173,2,4,29,,
173,2,3,49,,
173,2,3,35,,
173,2,2,55,,
173,2,2,50,,
173,2,4,10.5,,
173,1,2,8,,
173,1,2,8.5,,
173,1,2,7,,
173,1,2,10.5,,
173,1,2,9.5,,
173,1,2,43,,
173,2,4,12,,
173,2,3,10.5,,
173,2,3,44,,
173,2,2,25.5,,
173,2,2,35,,
173,2,4,32,,
173,2,4,16,,
173,2,3,15,,
173,2,NA,23,,
173,2,3,27,,
173,2,5,40,,
173,2,3,44,,
173,2,3,26,,
173,2,3,10,,
173,2,3,7,,
173,2,3,10.5,,
173,2,4,9.5,,
173,2,5,13,,
173,2,2,57.5,,
173,2,5,43,,
173,2,3,46,,
173,2,3,7,,
173,2,3,32,,
173,2,3,11,,
173,2,2,11,,
173,2,3,55,,
173,2,3,14,,
173,2,3,12,,
173,2,3,16,,
173,2,3,54,,
173,2,4,20.5,,
173,2,4,40,,
173,2,3,68,,
173,2,3,21,,
173,2,5,38,,
176,1,3,11,,
176,1,3,18,,
176,2,4,12.5,,
176,2,4,48.5,,
176,1,4,15,,
176,1,4,37,,
176,2,3,45.5,,
176,2,3,34,,
176,2,3,15.5,,
176,2,4,45,,
176,2,2,9,,
176,2,3,22,,
176,2,4,34,,
176,2,4,37,,
176,2,2,65,,
176,2,4,8,,
176,2,3,12,,
176,2,3,11,,
176,2,4,29,,
176,2,4,30,,
176,2,3,41,,
176,2,3,34,,
176,2,4,50,,
176,2,3,37.5,,
176,2,4,18,,
176,2,5,22,,
176,2,3,19.5,,
176,2,4,8,,
176,2,4,51,,
176,2,4,13,,
176,2,3,21,,
176,2,4,18,,
177,2,4,9,,
177,2,3,10,,
177,2,2,31.5,,
177,2,4,17,,
177,2,5,25,,
177,2,2,43,,
177,NA,2,11,,
177,2,2,31.5,,
177,2,4,27,,
177,2,2,22.5,,
177,2,2,31,,
177,2,4,29,,
177,2,4,29.5,,
177,2,3,28,,
177,2,4,18,,
177,2,3,22,,
177,2,3,26,,
177,2,3,23.5,,
177,2,4,29,,
177,2,2,48,,
177,2,2,34,,
177,2,3,15,,
177,2,3,14,,
177,2,5,27,,
177,2,3,12.5,,
177,2,3,33.5,,
177,2,2,8,,
177,2,4,37,,
177,2,4,32.5,,
177,2,2,37,,
177,2,4,35,,
177,2,4,8,,
177,2,3,7,,
177,2,2,48,,
177,2,4,31,,
177,NA,4,NA,,
178,2,3,48,,
178,2,3,37,,
178,2,4,8,,
178,2,3,33,,
178,2,2,34,,
178,2,3,23,,
178,2,5,8.5,,
178,2,4,32.5,,
178,2,4,21.5,,
178,1,3,40,,
178,1,3,11.5,,
178,1,3,9,,
178,1,3,22,,
178,1,3,11.5,,
178,1,3,7,,
178,2,2,9.5,,
178,2,4,24,,
178,2,3,23.5,,
178,2,3,28.5,,
179,2,2,45,,
179,2,1,9.5,,
179,2,2,39,,
179,2,2,11,,
179,2,1,21,,
179,2,2,9.5,,
179,1,1,7,,
179,1,2,8,,
179,2,1,19,,
179,2,4,33,,
179,2,4,45,,
179,2,4,28,,
179,2,5,32,,
179,2,4,33,,
179,2,4,34,,
179,2,3,29.5,,
179,2,3,12,,
179,2,4,8.5,,
179,2,1,20.5,,
179,2,5,44,,
179,2,4,56,,
179,2,3,25,,
179,1,2,12,,
179,NA,NA,NA,,
179,2,4,20,,
179,2,4,13,,
179,2,4,25,,
179,2,3,28,,
179,2,2,29.5,,
179,2,5,16,,
179,2,2,16,,
179,2,3,16.5,,
179,2,1,70.5,,
179,2,1,22.5,,
179,2,1,10,,
179,2,1,7,,
179,2,2,9.5,,
179,2,3,19.5,,
179,2,1,12.5,,
179,2,1,7.5,,
179,2,1,31.5,,
179,2,1,11.5,,
179,2,3,10.5,,
179,2,3,22.5,,
179,2,3,12,,
179,2,4,9.5,,
179,2,3,9,,
179,2,2,26.5,,
180,1,1,23.5,,
180,2,3,44.5,,
180,1,2,9,,
180,2,3,30,,
180,2,3,29,,
180,2,3,11,,
180,2,3,31.5,,
180,2,4,15,,
180,2,3,17,,
180,2,5,24.5,,
180,2,4,12.5,,
180,2,3,13.5,,
180,2,2,24.5,,
180,2,5,7,,
180,2,4,30.5,,
180,2,3,13.5,,
180,2,5,9.5,,
180,2,5,7,,
180,2,5,21.5,,
180,2,5,23.5,,
180,2,3,27,,
180,2,3,9,,
180,2,5,18,,
180,2,4,17,,
180,2,4,23,,
180,2,5,22.5,,
180,2,5,10,,
180,2,4,13,,
180,2,4,12,,
180,2,4,39,,
180,1,2,7,,
180,1,2,8,,
180,1,2,7,,
180,1,2,8,,
180,2,3,20.5,,
180,2,3,64,,
180,2,4,7,,
180,2,3,50,,
180,2,3,27,,
180,2,2,67,,
180,NA,NA,NA,,
180,2,5,11.5,,
180,2,3,9,,
180,2,5,20.5,,
180,2,3,9.5,,
180,2,4,14,,
180,2,3,17,,
180,2,3,12.5,,
180,2,3,17,,
180,2,2,13.5,,
180,2,3,32.5,,
180,2,3,32,,
180,2,3,38,,
180,2,3,15.5,,
180,2,2,43,,
180,2,4,15.5,,
180,2,2,9,,
180,2,3,25,,
180,2,2,47.5,,
180,2,4,8,,
180,2,3,10,,
180,2,2,51,,
180,1,1,24.5,,
180,2,5,11,,
180,2,1,62.5,,
181,2,2,14,,
181,2,3,32,,
181,2,4,47,,
181,2,3,27,,
181,2,3,9.5,,
181,2,3,28,,
181,2,2,35.5,,
181,2,4,17,,
181,2,3,22.5,,
181,2,5,34.5,,
181,2,3,47,,
181,2,3,7.5,,
181,2,3,7,,
181,2,2,41.5,,
181,2,4,25,,
181,2,4,17.5,,
181,2,4,12,,
181,2,3,33,,
181,2,2,16.5,,
181,2,2,37.5,,
181,2,2,13,,
181,2,3,8,,
181,2,3,7.5,,
181,2,3,11.5,,
181,2,2,8,,
181,2,3,12.5,,
181,2,3,14,,
181,2,3,20.5,,
181,2,3,21,,
181,2,2,16.5,,
181,2,4,20,,
181,2,3,23.5,,
181,2,2,30,,
181,2,4,77,,
181,2,2,28,,
181,2,5,29,,
181,2,2,10.5,,
181,2,4,65,,
181,2,2,7,,
181,2,2,37,,
181,2,4,40,,
181,2,4,45,,
181,2,3,17,,
181,2,2,9,,
181,2,3,7,,
181,2,3,12,,
181,2,3,18,,
181,2,3,38,,
181,2,4,12,,
181,2,4,18,,
181,2,2,15,,
181,2,2,12,,
181,2,2,27,,
181,2,3,9.5,,
181,2,2,39.5,,
181,NA,NA,NA,,
181,2,4,35,,
181,NA,4,46,,
181,2,4,10,,
181,2,4,21,,
181,2,4,17,,
181,2,2,7,,
181,2,3,38,,
181,2,2,11.5,,
181,2,3,10.5,,
181,2,3,28.6,,
181,2,3,26,,
181,2,3,8,,
181,2,3,34.5,,
181,2,2,23,,
181,2,3,11,,
181,2,4,12,,
181,2,5,43,,
181,2,4,42,,
181,2,3,22,,
181,2,3,10,,
181,2,3,13,,
182,2,3,29,,
182,2,4,23.5,,
182,1,5,8.5,,
182,2,4,37.5,,
182,2,4,35.5,,
182,2,4,29,,
182,2,4,17,,
182,2,3,8.5,,
182,2,2,69,,
182,2,3,8,,
182,1,2,44.5,,
182,2,2,10,,
182,1,2,7,,
182,2,3,8,,
182,2,3,85.5,,
182,1,2,7.5,,
182,1,3,10,,
182,1,3,8,,
182,1,3,10.5,,
182,1,3,11,,
182,2,3,76,,
182,2,3,62,,
182,1,3,7,,
182,2,3,97.5,,
182,2,3,16,,
182,2,3,26,,
182,2,4,26.5,,
182,2,4,29.5,,
182,2,3,13,,
182,NA,NA,NA,,
183,2,3,42,,
183,2,4,32,,
183,2,3,44,,
183,1,2,9,,
183,2,5,46,,
183,2,3,38,,
183,2,4,26,,
183,1,2,9,,
183,2,5,39,,
183,2,5,43,,
183,1,2,8,,
183,2,4,15,,
183,2,4,38,,
183,2,4,7,,
183,1,2,8,,
183,2,5,13,,
183,2,4,40,,
183,2,2,8,,
183,1,2,13,,
183,2,5,10,,
183,2,3,28,,
183,2,5,40,,
183,1,2,10,,
183,1,2,8,,
183,1,2,7,,
183,1,2,10,,
183,1,2,12,,
183,2,5,57,,
183,1,2,7,,
183,1,3,35.5,,
183,1,2,7,,
183,1,2,10,,
183,1,2,10,,
183,2,2,10.5,,
183,2,2,8,,
183,2,3,74,,
183,2,3,19,,
183,2,3,13,,
183,2,3,35,,
183,2,3,39,,
183,2,5,23,,
183,2,4,27,,
183,2,5,35.5,,
183,1,4,29,,
183,2,5,15,,
183,2,3,14,,
183,2,3,38,,
183,2,3,21,,
183,2,4,10.5,,
183,2,3,35,,
183,2,4,45,,
183,2,3,64,,
183,2,4,30,,
183,2,3,47,,
183,2,4,24,,
183,2,5,28,,
183,2,5,39,,
183,1,2,7,,
183,1,1,7,,
183,2,4,37,,
183,2,4,19,,
183,1,1,8,,
183,2,1,10,,
183,2,4,9,,
183,2,4,17,,
183,2,5,28,,
183,2,3,14,,
183,2,4,29,,
183,2,4,30,,
183,2,5,9,,
183,2,5,35,,
183,2,5,28,,
183,2,2,68,,
183,2,3,13.5,,
183,2,4,8,,
184,2,4,40,,
184,2,4,36.5,,
184,2,5,43,,
184,2,4,11.5,,
184,2,4,23,,
184,2,5,44,,
184,2,4,56.5,,
184,2,5,42.5,,
184,2,4,58,,
184,2,5,33,,
184,2,4,48,,
184,2,3,11,,
184,2,4,31,,
184,2,5,41,,
184,2,4,37,,
184,2,4,11.5,,
184,NA,NA,NA,,
184,2,5,40,,
184,2,4,18,,
184,2,4,40,,
184,2,4,26,,
184,2,1,75.5,,
184,2,2,24,,
184,2,4,12,,
184,2,4,78,,
184,2,5,24,,
184,2,4,53,,
184,2,2,38.5,,
184,2,4,33,,
184,2,4,44.5,,
184,2,3,23,,
184,2,4,28,,
184,2,2,44,,
185,2,3,8,,
185,2,2,14,,
185,2,4,34.5,,
185,2,2,11.5,,
185,2,3,35.2,,
185,2,2,9,,
185,2,3,48.5,,
185,2,4,22.5,,
185,2,4,13,,
185,2,2,14,,
185,2,2,11,,
185,2,2,11.5,,
185,2,3,14,,
185,2,3,30.5,,
185,2,4,24,,
185,2,4,34.5,,
185,2,4,48,,
185,2,4,28,,
185,2,3,44,,
185,2,4,33,,
185,2,5,18,,
185,2,2,10,,
185,2,2,11,,
185,2,3,11,,
185,2,3,9,,
185,2,4,40.5,,
185,2,4,10.5,,
185,2,4,29.5,,
185,2,5,15,,
186,2,3,11,,
186,2,4,17,,
186,1,4,10.5,,
186,1,4,7,,
186,1,4,9.5,,
186,1,4,18,,
186,1,4,15,,
186,1,5,10.5,,
186,1,4,13,,
186,1,5,13,,
186,1,3,11,,
186,2,2,7,,
186,2,2,41,,
